sp|Q02445|TFPI1_RAT	40.385	52
sp|A8Y7P3|VKTB3_DABSI	42.105	57
sp|H2A0M2|KCP1_PINMG	46.552	58
sp|B5L5R7|VKT2_HOPST	40.351	57
sp|Q6T6S5|VKT2_BITGA	41.818	55
sp|Q8AY42|VKTB_BUNCA	46.429	56
sp|B5KL35|VKT4_CRYNI	40.351	57
sp|F8J2F3|VKT28_DRYCN	42.105	57
sp|Q9TWF8|VKT3_ANESU	46.154	52
sp|Q6ITB9|VKT3_PSEAU	42.105	57
sp|P0DN13|VKT9_ANEVI	48.077	52
sp|P0DN14|VKTA_ANEVI	44.231	52
sp|A8Y7N4|VKTC1_DABSI	42.857	56
sp|H6VC05|VKTK1_DABRR	42.857	56
sp|P0DN07|VKT4_ANEVI	46.154	52
sp|Q6ITB7|VKT1_OXYSC	42.105	57
sp|B5L5R4|IVBI4_NOTSC	42.105	57
sp|Q6ITB1|VKT_PSEPO	43.860	57
sp|Q6ITB0|VKT1_TROCA	43.860	57
sp|A8Y7N8|VKTC5_DABSI	42.857	56
sp|B5L5R0|IVBI4_PSEPO	43.860	57
sp|B5G6G6|VKT2_PSEPO	43.860	57
sp|A8Y7P1|VKTB1_DABSI	40.351	57
sp|Q9WU03|SPIT2_MOUSE	52.083	48
sp|Q9WU03|SPIT2_MOUSE	36.364	55
sp|Q7TQN3|WFKN2_MOUSE	49.020	51
sp|Q7TQN3|WFKN2_MOUSE	35.294	51
sp|Q6ITB6|VKT2_OXYSC	42.105	57
sp|Q6ITB4|VKT2_OXYMI	42.105	57
sp|P00992|VKT3_VIPAA	41.818	55
sp|Q8WPI2|KUNIH_RHIMP	42.857	56
sp|Q8WPI2|KUNIH_RHIMP	46.667	45
sp|P0DN17|VKTD_ANEVI	46.154	52
sp|P05067|A4_HUMAN	46.809	47
sp|B6ZIW0|KUN_HAELO	41.071	56
sp|B6ZIW0|KUN_HAELO	41.176	51
sp|P10646|TFPI1_HUMAN	45.455	55
sp|P10646|TFPI1_HUMAN	46.296	54
sp|P10646|TFPI1_HUMAN	38.462	52
sp|B4ESA3|VKT2L_BUNMU	45.614	57
sp|P84875|PCPI_SABMA	40.000	55
sp|P84875|PCPI_SABMA	40.385	52
sp|P84875|PCPI_SABMA	33.333	51
sp|Q8AY43|VKTA_BUNCA	47.273	55
sp|B5KF94|VKT1_HOPST	45.614	57
sp|P0DN18|VKTE_ANEVI	46.154	52
sp|B5L5R1|IVBI5_PSEPO	38.596	57
sp|A6MFL3|VKT3_DEMVE	40.000	55
sp|B2KTG1|VKT_BUNFA	40.741	54
sp|Q9GP15|IRCPI_IXORI	43.636	55
sp|I2G9B4|VKT_MACLN	41.818	55
sp|B5KL38|VKT1_AUSSU	38.596	57
sp|H2A0N9|KCP4_PINMG	50.980	51
sp|O95925|EPPI_HUMAN	41.818	55
sp|B5L5R6|IVBI3_HOPST	47.368	57
sp|P26228|SBPI_SARBU	43.137	51
sp|B5KL32|VKT3_NOTSC	40.351	57
sp|Q5ZPJ7|VKT_NAJAT	42.105	57
sp|P20229|VKTTI_NAJNA	42.105	57
sp|C0HLA7|MAMB4_DENVI	42.105	57
sp|C0HMC7|KUN_HAEDO	41.818	55
sp|C0HMC7|KUN_HAEDO	41.176	51
sp|E7FL13|VKT3_PSERS	39.286	56
sp|P86862|VKT1_ANTEL	43.636	55
sp|C0HLA5|MAMB2_DENVI	42.105	57
sp|P86959|KCP1_PINMA	44.828	58
sp|A8Y7N6|VKTC3_DABSI	40.351	57
sp|B5KL34|VKT3_CRYNI	40.351	57
sp|Q95241|A4_SAISC	46.667	45
sp|Q5IS80|A4_PANTR	46.667	45
sp|P79307|A4_PIG	46.667	45
sp|P53601|A4_MACFA	46.667	45
sp|P08592|A4_RAT	46.667	45
sp|C0HLA9|MAMB6_DENVI	42.105	57
sp|P0C8W3|VKT11_HOFGE	39.623	53
sp|P24541|VKT_ERIMA	42.308	52
sp|A8Y7P5|VKTB5_DABSI	37.931	58
sp|Q6ITB5|VKT1_OXYMI	40.351	57
sp|P0DKL8|VKT_VIPRE	41.818	55
sp|P0DN15|VKTB_ANEVI	47.170	53
sp|P0DJ46|VKT21_LYCMC	45.098	51
sp|C0HJU6|VKT2F_RADCR	38.462	52
sp|Q8AY41|VKTC_BUNCA	43.860	57
sp|C0HK73|3BPI_HETMG	39.623	53
sp|P12023|A4_MOUSE	46.667	45
sp|B5KL39|VKT2_AUSSU	40.351	57
sp|P81548|VKT2_ANTAF	43.396	53
sp|W4VSH9|VKT1_TRILK	41.509	53
sp|W4VSH9|VKT1_TRILK	38.889	54
sp|Q5VJG2|KUNI_AMBHE	44.444	54
sp|Q5VJG2|KUNI_AMBHE	35.185	54
sp|P0DJ45|VKT22_LYCMC	45.098	51
sp|D4A2Z2|EPPI_RAT	43.636	55
sp|B5KL33|VKT2_TROCA	38.596	57
sp|B5L5Q8|VKT5_PSEAU	38.596	57
sp|D8KY58|VKT_BOMTE	40.741	54
sp|Q2ES48|VKT3_DABRR	40.351	57
sp|Q6ITB3|VKT1_NOTSC	38.596	57
sp|B5KL41|VKT4_AUSSU	39.286	56
sp|Q60495|A4_CAVPO	44.444	45
sp|Q06481|APLP2_HUMAN	39.216	51
sp|P15943|APLP2_RAT	39.216	51
sp|A8Y7N7|VKTC4_DABSI	40.000	55
sp|P0DJ47|VKT12_OLIMR	41.176	51
sp|O93279|A4_TAKRU	40.741	54
sp|C0HLA6|MAMB3_DENPO	40.351	57
sp|A5X2X1|VKT_SISCA	42.593	54
sp|E7FL12|VKT2_PSERS	38.596	57
sp|B5KL30|VKT4_OXYSC	40.000	55
sp|B1B5I8|VKT3_STIHA	44.444	54
sp|C0HLA8|MAMB5_DENJA	40.351	57
sp|A0A1Z0YU59|MAMB1_DENAN	40.351	57
sp|P0DJ48|VKT23_LYCMC	45.098	51
sp|Q8TEU8|WFKN2_HUMAN	47.059	51
sp|Q8TEU8|WFKN2_HUMAN	35.294	51
sp|P0DQR0|VKT2_PALCA	47.059	51
sp|B4ESA4|VKT3L_BUNMU	45.455	55
sp|C0HJF3|VKT2D_RADCR	39.623	53
sp|Q7YRQ8|TFPI2_BOVIN	45.283	53
sp|Q7YRQ8|TFPI2_BOVIN	42.593	54
sp|Q7YRQ8|TFPI2_BOVIN	32.432	37
sp|C8YJ94|KUN2_TABYA	40.385	52
sp|P19859|VKTCI_NAJNA	40.000	55
sp|P0DN16|VKTC_ANEVI	47.170	53
sp|A7X3V7|VKT1_PHIOL	45.098	51
sp|Q7LZS8|VKTRE_DENAN	43.636	55
sp|P0DMJ6|VKT12_DENAN	43.636	55
sp|C0HK74|3CPI_HETMG	37.736	53
sp|P81902|CSTI_BOMMO	41.818	55
sp|P0DMJ5|VKT2E_RADCR	37.736	53
sp|P0DV03|VKT2M_RADCR	37.736	53
sp|O43278|SPIT1_HUMAN	37.500	56
sp|O43278|SPIT1_HUMAN	39.623	53
sp|F8J2F6|VKT18_DRYCN	42.105	57
sp|Q964Q0|IXOSP_IXOSC	42.105	57
sp|B2G331|VKT2B_RADCR	37.736	53
sp|Q9R097|SPIT1_MOUSE	40.741	54
sp|Q9R097|SPIT1_MOUSE	35.849	53
sp|C1IC53|VKT4_WALAE	38.889	54
sp|F6ULY1|WFC6B_MOUSE	43.396	53
sp|P02760|AMBP_HUMAN	43.636	55
sp|P02760|AMBP_HUMAN	40.385	52
sp|O76840|PPN1_CAEEL	38.182	55
sp|O76840|PPN1_CAEEL	41.509	53
sp|O76840|PPN1_CAEEL	37.736	53
sp|O76840|PPN1_CAEEL	39.623	53
sp|O76840|PPN1_CAEEL	37.736	53
sp|O76840|PPN1_CAEEL	32.692	52
sp|O76840|PPN1_CAEEL	32.692	52
sp|O76840|PPN1_CAEEL	31.373	51
sp|O76840|PPN1_CAEEL	31.746	63
sp|O76840|PPN1_CAEEL	37.838	37
sp|O76840|PPN1_CAEEL	34.091	44
sp|Q3UW55|WFC6A_MOUSE	41.818	55
sp|P0DV06|VKT2P_RADCR	37.736	53
sp|Q7LZE3|VKTHE_DENAN	41.818	55
sp|P00984|VKTE_DENPO	41.818	55
sp|P49223|SPIT3_HUMAN	38.889	54
sp|C0HJF4|VKT2C_RADCR	37.736	53
sp|P00978|AMBP_BOVIN	43.636	55
sp|P00978|AMBP_BOVIN	38.462	52
sp|Q6ITC1|VKTH1_PSEAU	40.351	57
sp|C8YJ95|KUN3_TABYA	36.538	52
sp|Q9DA01|EPPI_MOUSE	38.182	55
sp|B5KL31|VKT3_PSEPO	40.351	57
sp|C1IBY4|KUN1_TABYA	36.538	52
sp|Q60559|AMBP_MESAU	41.818	55
sp|Q60559|AMBP_MESAU	38.462	52
sp|G3LH89|VKT_BOMIG	37.037	54
sp|E7FL11|VKT1_PSERS	40.351	57
sp|O35536|TFPI2_MOUSE	38.889	54
sp|O35536|TFPI2_MOUSE	41.818	55
sp|Q6ITB2|VKT2_NOTSC	35.088	57
sp|P48307|TFPI2_HUMAN	44.000	50
sp|P48307|TFPI2_HUMAN	41.509	53
sp|P48307|TFPI2_HUMAN	29.310	58
sp|P12111|CO6A3_HUMAN	35.185	54
sp|B5L5Q1|VKT7_PSETT	40.000	55
sp|Q07456|AMBP_MOUSE	43.636	55
sp|Q07456|AMBP_MOUSE	40.385	52
sp|A0A1D0BND9|TD1A_HADIN	55.556	36
sp|A0A1D0BND9|TD1A_HADIN	34.545	55
sp|Q9EPX2|PPN_MOUSE	41.071	56
sp|O95428|PPN_HUMAN	38.596	57
sp|Q868Z9|PPN_DROME	39.623	53
sp|Q868Z9|PPN_DROME	41.509	53
sp|Q868Z9|PPN_DROME	42.553	47
sp|Q868Z9|PPN_DROME	34.545	55
sp|Q868Z9|PPN_DROME	37.500	56
sp|Q868Z9|PPN_DROME	31.373	51
sp|Q868Z9|PPN_DROME	37.255	51
sp|Q868Z9|PPN_DROME	33.962	53
sp|Q868Z9|PPN_DROME	34.545	55
sp|Q868Z9|PPN_DROME	33.962	53
sp|Q868Z9|PPN_DROME	35.294	51
sp|Q868Z9|PPN_DROME	30.189	53
sp|Q90W96|VKT6_PSETT	36.842	57
sp|Q62577|AMBP_MERUN	41.818	55
sp|Q62577|AMBP_MERUN	40.385	52
sp|Q6ITB8|VKT4_PSEAU	38.596	57
sp|Q03610|YN81_CAEEL	41.818	55
sp|Q03610|YN81_CAEEL	35.185	54
sp|Q03610|YN81_CAEEL	43.243	37
sp|Q03610|YN81_CAEEL	34.211	38
sp|Q03610|YN81_CAEEL	33.929	56
sp|G9I929|VKTA_MICTN	37.931	58
sp|P0DQR1|VKT3_PALCA	39.216	51
sp|P0DL86|VKT2H_RADCR	36.538	52
sp|Q589G4|VKT19_ANOSM	37.736	53
sp|P00982|VKTHD_DENAN	40.000	55
sp|P15989|CO6A3_CHICK	33.962	53
sp|D2Y488|VKT1A_CONCL	41.818	55
sp|P0DJ49|VKT24_OLIMR	35.294	51
sp|Q64240|AMBP_RAT	40.000	55
sp|Q64240|AMBP_RAT	38.462	52
sp|B5KL29|VKT3_OXYSC	35.088	57
sp|P82968|MCPI_MELCP	39.623	53
sp|Q90W97|VKT5_PSETT	38.182	55
sp|B2ZBB6|VKT11_CYRSC	37.931	58
sp|P81162|CRPTI_RHIMP	31.481	54
sp|B5KL27|VKT3_OXYMI	35.088	57
sp|F5GTK6|VKGUA_SIMGU	38.889	54
sp|B2KTG2|VKTH1_BUNFA	43.137	51
sp|C8YJ97|KUN5_TABYA	34.615	52
sp|P0C5J5|WFKN1_RAT	37.736	53
sp|Q63870|CO7A1_MOUSE	40.000	55
sp|B5M0W4|SV66_SIMVI	36.364	55
sp|Q96NZ8|WFKN1_HUMAN	41.509	53
sp|Q96NZ8|WFKN1_HUMAN	27.273	44
sp|Q9D263|SPIT4_MOUSE	43.396	53
sp|P00980|VKTHA_DENAN	36.842	57
sp|Q8T0W4|VKT2_PIMHY	39.623	53
sp|Q1RPS9|VKTH5_BUNMU	35.088	57
sp|Q7T2Q6|VKTHB_BUNFL	36.364	55
sp|P00983|MAMB7_DENPO	41.818	55
sp|B5KL28|VKT4_OXYMI	36.364	55
sp|Q2UY09|COSA1_HUMAN	33.333	51
sp|P00979|VKTH1_DENPO	35.849	53
sp|P68425|VKT1A_CYRSC	36.207	58
sp|H2A0N5|KCP3_PINMG	39.216	51
sp|H2A0N5|KCP3_PINMG	46.154	39
sp|Q6NUX0|WFKN_DANRE	37.255	51
sp|Q6NUX0|WFKN_DANRE	33.333	54
sp|C0HK72|3API_HETMG	44.231	52
sp|C0HJU7|VKT2G_RADCR	44.231	52
sp|P86964|KCP3_PINMA	39.216	51
sp|P86964|KCP3_PINMA	43.590	39
sp|Q02388|CO7A1_HUMAN	39.286	56
sp|P10832|ISC2_BOMMO	40.000	45
sp|Q4KUS1|WFDC8_MOUSE	33.333	51
sp|P0CY85|VKTB1_CONBU	34.545	55
sp|P0DV05|VKT2O_RADCR	41.509	53
sp|C0LNR2|VKT_VESBI	37.500	56
sp|B2KTG3|VKTH2_BUNFA	39.216	51
sp|Q1RPS8|VKTH6_BUNMU	33.962	53
sp|P0DJ76|VKT4_CYRSC	34.483	58
sp|C8YJ96|KUN4_TABYA	33.333	51
sp|P10831|ISC1_BOMMO	40.000	45
sp|P16344|VKT2A_RADCR	32.075	53
sp|Q8R0S6|WFKN1_MOUSE	35.849	53
sp|Q2UY11|COSA1_MOUSE	31.373	51
sp|I6VXS1|KUN2_RHIHE	39.216	51
sp|P81658|VKTHC_DENAN	28.571	56
sp|B5L5Q6|VKT5_OXYMI	35.294	51
sp|P11424|IMAP_DROFU	38.298	47
sp|O73683|A4_DICFU	35.849	53
sp|P0DJ82|VKT27_CYRSC	34.483	58
sp|H2A0P0|KCP5_PINMG	37.736	53
sp|H2A0P0|KCP5_PINMG	37.838	37
sp|P07481|ISC3_BOMMO	35.556	45
sp|Q6UDR6|SPIT4_HUMAN	48.571	35
sp|P81129|VKT2_STIHL	39.623	53
sp|D2Y2Q5|VKTN1_CYRHA	34.483	58
sp|Q2ES49|VKT2_DABRR	35.714	56
sp|D2Y2Q9|VKTR1_CYRHA	34.483	58
sp|M9PE65|AXO_DROME	30.909	55
sp|D2Y2G1|VKTJ1_CYRHA	34.483	58
sp|P0DJ84|VKT40_CYRSC	34.483	58
sp|P0C1X2|VKTS1_CONST	36.364	55
sp|Q8AY45|VKBH2_BUNCA	37.255	51
sp|D2Y2Q2|VKTM1_CYRHA	34.483	58
sp|Q1RPT0|VKTH4_BUNMU	37.255	51
sp|P00989|VKTH2_BUNMU	37.255	51
sp|B4ESA2|VKT1L_BUNMU	35.294	51
sp|Q0PL65|VKTH7_BUNMU	34.545	55
sp|D2Y2Q7|VKTP1_CYRHA	34.545	55
sp|D2Y2Q8|VKTQ1_CYRHA	34.483	58
sp|P0DV04|VKT2N_RADCR	37.736	53
sp|Q8AY44|VKTH7_BUNCA	36.000	50
sp|Q75S50|VKTH3_BUNCA	36.000	50
sp|D2Y2Q1|VKTL1_CYRHA	34.483	58
sp|P0DMJ1|VKT39_CYRSC	31.034	58
sp|B5L5Q3|IVBS5_OXYSC	33.333	51
sp|B2ZBC0|VKTG9_CYRSC	31.034	58
sp|Q8MVC4|TFPIL_IXOSC	37.037	54
sp|Q8MVC4|TFPIL_IXOSC	31.818	44
sp|H2A0N1|KCP2_PINMG	38.000	50
sp|H2A0N1|KCP2_PINMG	39.216	51
sp|D2Y2Q6|VKTO1_CYRHA	32.759	58
sp|Q9W728|VKTH3_BUNMU	34.043	47
sp|Q9BQY6|WFDC6_HUMAN	43.333	30
sp|C0HLB0|MAMB9_DENVI	36.364	55
sp|D2Y2F8|VKTG1_CYRHA	31.034	58
sp|A0A6B7FBD3|VKT2I_RADCR	35.849	53
sp|Q8AY46|VKTHB_BUNCA	31.915	47
sp|P86963|KCP2_PINMA	26.786	56
sp|P31713|VKT1_STIHL	33.962	53
sp|P00987|VKTH1_BUNMU	31.915	47
sp|P0DJ80|VKT22_CYRSC	29.310	58
sp|P0DJ78|VKT6_CYRSC	29.310	58
sp|P0DJ75|VKT2_CYRSC	29.310	58
sp|B2ZBB8|VKT33_CYRSC	29.310	58
sp|Q7Z1K3|ANIS1_ANISI	29.730	37
sp|P0DJ85|VKT45_CYRSC	29.091	55
sp|P0DJ71|VKT35_CYRHA	29.310	58
sp|D2Y2F5|VKT4_CYRHA	29.310	58
sp|P0DJ70|VKT53_CYRHA	29.310	58
sp|D2Y2C2|VKTA1_CYRHA	29.310	58
sp|D9IFL3|KUN1_RHIHE	32.143	56
sp|D2Y2G0|VKTI1_CYRHA	35.593	59
sp|P0DJ72|VKT68_CYRHA	29.310	58
sp|D2Y2F6|VKTE1_CYRHA	29.310	58
sp|P0DJ65|VKT7_CYRHA	29.310	58
sp|D2Y2F9|VKTH1_CYRHA	29.310	58
sp|Q11101|YL15_CAEEL	35.897	39
sp|P0DJ67|VKT34_CYRHA	29.310	58
sp|D2Y2F4|VKTC1_CYRHA	29.310	58
sp|P0DJ64|VKT31_CYRHA	29.310	58
sp|D2Y2F3|VKT2_CYRHA	29.310	58
sp|B2ZBB9|VKTG6_CYRSC	29.310	58
sp|Q8IUA0|WFDC8_HUMAN	31.373	51
sp|P0DJ68|VKT45_CYRHA	31.667	60
sp|D2Y2G2|VKTK1_CYRHA	31.667	60
sp|P0DJ81|VKT24_CYRSC	32.759	58
sp|P0DJ73|VKT74_CYRHA	27.586	58
sp|D2Y2F7|VKTF1_CYRHA	27.586	58
sp|Q09JW6|KUNI_ARGMO	29.825	57
sp|P12111|CO6A3_HUMAN	100.000	58
sp|P15989|CO6A3_CHICK	78.182	55
sp|Q63870|CO7A1_MOUSE	48.276	58
sp|B5M0W4|SV66_SIMVI	50.909	55
sp|P86862|VKT1_ANTEL	51.852	54
sp|Q02388|CO7A1_HUMAN	48.276	58
sp|A6MFL3|VKT3_DEMVE	50.000	54
sp|A6MGY1|VKT7_DEMVE	50.000	54
sp|P0DMJ1|VKT39_CYRSC	51.786	56
sp|P68425|VKT1A_CYRSC	50.000	56
sp|P0DJ76|VKT4_CYRSC	50.000	56
sp|Q90W99|VKT3_PSETT	50.000	54
sp|Q6ITB1|VKT_PSEPO	48.148	54
sp|Q6ITB0|VKT1_TROCA	48.148	54
sp|Q868Z9|PPN_DROME	52.941	51
sp|Q868Z9|PPN_DROME	45.283	53
sp|Q868Z9|PPN_DROME	45.283	53
sp|Q868Z9|PPN_DROME	42.308	52
sp|Q868Z9|PPN_DROME	43.396	53
sp|Q868Z9|PPN_DROME	37.736	53
sp|Q868Z9|PPN_DROME	37.736	53
sp|Q868Z9|PPN_DROME	38.889	54
sp|Q868Z9|PPN_DROME	40.385	52
sp|Q868Z9|PPN_DROME	39.655	58
sp|Q868Z9|PPN_DROME	34.545	55
sp|Q868Z9|PPN_DROME	38.462	52
sp|Q6ITB5|VKT1_OXYMI	50.000	54
sp|F5GTK6|VKGUA_SIMGU	45.283	53
sp|P10280|VKT52_ANESU	51.923	52
sp|P0DN08|VKT53_ANEVI	51.923	52
sp|Q8WPI2|KUNIH_RHIMP	48.148	54
sp|Q8WPI2|KUNIH_RHIMP	43.137	51
sp|Q90WA1|VKT1_PSETT	50.000	54
sp|C1IC51|VKT3_WALAE	43.396	53
sp|Q6ITB9|VKT3_PSEAU	50.000	54
sp|B2ZBB6|VKT11_CYRSC	49.091	55
sp|Q6ITB6|VKT2_OXYSC	50.000	54
sp|Q6ITB4|VKT2_OXYMI	50.000	54
sp|C1IC52|VKT2_WALAE	43.396	53
sp|P0DN18|VKTE_ANEVI	50.000	52
sp|Q9TWF8|VKT3_ANESU	50.000	52
sp|P0DN13|VKT9_ANEVI	50.000	52
sp|B6RLX2|VKTCT_OPHHA	45.283	53
sp|P0DJ80|VKT22_CYRSC	50.000	56
sp|P0DJ71|VKT35_CYRHA	50.000	56
sp|D2Y2F5|VKT4_CYRHA	50.000	56
sp|P00993|IBP_CARCR	43.636	55
sp|P0DJ70|VKT53_CYRHA	50.000	56
sp|D2Y2C2|VKTA1_CYRHA	50.000	56
sp|Q90W96|VKT6_PSETT	49.057	53
sp|B5L5R0|IVBI4_PSEPO	46.296	54
sp|B5G6G6|VKT2_PSEPO	46.296	54
sp|A6MGX9|VKT5_DEMVE	44.444	54
sp|P0DJ72|VKT68_CYRHA	50.000	56
sp|D2Y2F6|VKTE1_CYRHA	50.000	56
sp|P0DN12|VKT8_ANEVI	51.923	52
sp|P0DJ64|VKT31_CYRHA	50.000	56
sp|D2Y2F3|VKT2_CYRHA	50.000	56
sp|P81548|VKT2_ANTAF	45.283	53
sp|P0DJ67|VKT34_CYRHA	50.000	56
sp|D2Y2F4|VKTC1_CYRHA	50.000	56
sp|Q8WPI3|KUNIG_RHIMP	46.296	54
sp|Q8WPI3|KUNIG_RHIMP	43.137	51
sp|Q9TWF9|VKT2_ANESU	50.000	52
sp|P0DJ82|VKT27_CYRSC	50.000	56
sp|P0DJ78|VKT6_CYRSC	50.000	56
sp|P0DJ75|VKT2_CYRSC	50.000	56
sp|B2ZBB8|VKT33_CYRSC	50.000	56
sp|Q90WA0|VKT2_PSETT	46.296	54
sp|B2KTG1|VKT_BUNFA	44.231	52
sp|D2Y2F8|VKTG1_CYRHA	48.214	56
sp|B2ZBC0|VKTG9_CYRSC	50.000	56
sp|P0DMX0|VKT3_ANTAF	44.643	56
sp|P0DJ85|VKT45_CYRSC	48.276	58
sp|Q6ITB7|VKT1_OXYSC	48.148	54
sp|Q2ES47|VKT4_DABRR	45.283	53
sp|Q9TWG0|VKT1_ANESU	50.000	52
sp|P24541|VKT_ERIMA	45.283	53
sp|B2ZBB9|VKTG6_CYRSC	50.000	56
sp|Q6ITB2|VKT2_NOTSC	44.643	56
sp|B5KL33|VKT2_TROCA	44.444	54
sp|Q6ITB3|VKT1_NOTSC	44.444	54
sp|C0HLB2|VKT_PSEPC	45.283	53
sp|P0DN06|VKT1A_ANEVI	50.980	51
sp|P0DN10|VKT6_ANEVI	50.000	52
sp|P0DN09|VKT5_ANEVI	50.000	52
sp|P0DN14|VKTA_ANEVI	50.000	52
sp|A6MFL1|VKT1_DEMVE	42.593	54
sp|F6ULY1|WFC6B_MOUSE	47.170	53
sp|D2Y2Q9|VKTR1_CYRHA	46.429	56
sp|C1IC53|VKT4_WALAE	44.231	52
sp|B5KL27|VKT3_OXYMI	47.170	53
sp|B5KL29|VKT3_OXYSC	47.170	53
sp|F8J2F4|VKT16_DRYCN	44.444	54
sp|D2Y2Q2|VKTM1_CYRHA	46.429	56
sp|P00985|VKT2_HEMHA	40.741	54
sp|P0DN11|VKT7_ANEVI	50.000	52
